N,P,K,temperature,humidity,ph,rainfall,label
25.4,21.9,42.8,19.53,87.16,7.21,97.15,pomegranate
24.9,64.8,18.7,29.91,45.66,5.75,117.54,pigeonpeas
73.0,51.2,35.5,26.8,81.24,6.66,171.8,jute
32.8,75.0,15.4,24.23,60.42,7.1,55.11,lentil
31.3,56.7,80.6,18.67,16.79,7.33,67.93,chickpea
70.0,44.7,43.6,24.68,88.87,7.04,191.38,jute
21.1,31.4,29.0,32.32,50.42,4.98,105.55,mango
27.3,17.4,29.7,27.96,49.58,4.67,87.82,mango
89.5,10.5,56.7,25.89,84.82,6.43,43.55,watermelon
89.9,52.6,18.8,21.48,67.11,6.58,75.74,maize
40.4,20.3,35.9,24.23,88.67,7.11,113.7,pomegranate
100.9,19.3,45.0,29.35,94.55,6.07,20.14,muskmelon
53.5,52.2,54.0,32.84,89.77,6.76,200.02,papaya
35.6,14.7,31.4,25.83,98.05,6.35,149.87,coconut
26.5,32.5,42.2,18.2,93.4,5.22,99.07,pomegranate
16.2,43.7,22.6,29.37,80.35,6.44,58.81,mungbean
56.3,37.8,42.1,22.49,85.66,5.79,280.85,rice
21.0,70.7,20.8,34.91,51.09,7.0,171.52,pigeonpeas
25.0,64.3,21.5,37.19,50.2,5.25,142.23,pigeonpeas
20.3,63.1,19.0,25.46,68.02,7.47,33.5,lentil
22.2,24.5,10.5,32.45,90.02,7.06,119.68,orange
107.5,14.4,28.1,23.86,51.88,7.02,191.14,coffee
95.7,23.2,49.0,23.65,81.45,5.53,49.75,watermelon
25.8,71.3,17.8,20.7,61.12,6.85,43.36,lentil
25.9,38.1,16.8,32.03,49.39,4.8,61.57,mothbeans
29.6,77.7,22.4,23.96,22.86,5.17,69.32,kidneybeans
85.3,21.7,53.7,29.4,92.95,6.52,32.96,muskmelon
101.2,12.2,29.8,26.38,49.84,6.33,186.27,coffee
75.4,52.2,19.9,22.29,71.96,6.05,69.77,maize
30.0,73.7,79.9,21.91,18.6,8.68,95.18,chickpea
21.5,58.0,18.1,28.82,84.73,7.15,62.24,mungbean
34.9,14.6,35.0,29.94,97.5,5.4,170.29,coconut
116.2,94.1,53.4,26.7,83.84,5.8,118.04,banana
38.4,21.1,30.6,33.88,47.85,5.98,98.23,mango
66.4,53.1,34.8,27.76,85.77,6.23,195.24,jute
14.7,37.5,24.7,28.22,87.74,7.31,64.58,mungbean
66.2,47.8,16.6,26.28,76.46,6.07,99.23,maize
28.6,7.1,28.3,29.53,99.64,6.49,205.73,coconut
27.5,53.3,20.9,27.83,88.46,7.24,53.43,mungbean
65.1,40.7,44.8,26.41,83.19,6.06,228.41,rice
43.7,70.5,82.9,19.64,15.43,7.69,75.1,chickpea
32.9,10.8,30.3,29.33,96.41,5.85,166.52,coconut
3.8,23.6,28.5,26.86,48.86,5.91,97.17,mango
25.0,59.5,83.9,21.48,15.44,6.56,91.42,chickpea
100.7,15.6,53.7,25.78,81.48,6.02,48.28,watermelon
18.6,133.8,205.5,38.81,85.58,5.15,68.96,grapes
20.0,36.0,22.8,27.08,81.74,6.89,34.89,mungbean
12.3,10.6,5,27.27,95.51,6.41,119.25,orange
24.9,10.8,27.0,27.6,94.56,5.61,221.69,coconut
13.6,53.9,22.2,27.4,45.71,8.35,33.54,mothbeans
15.0,19.7,5.2,19.2,91.05,6.75,118.95,orange
38.4,58.6,22.0,22.47,19.93,5.62,142.11,kidneybeans
18.1,39.6,15.0,27.6,46.21,4.29,36.52,mothbeans
87.3,52.5,34.3,23.75,76.33,6.08,169.17,jute
94.0,48.7,37.7,24.94,91.37,5.8,282.43,rice
18.2,74.3,23.9,32.78,45.31,6.25,122.08,pigeonpeas
22.7,13.6,28.3,25.79,100,6.14,202.28,coconut
20.3,24.3,29.3,27.66,97.25,6.02,171.54,coconut
56.2,76.9,81.1,17.89,14.83,6.93,61.09,chickpea
30.6,75.3,18.3,24.04,27.1,5.98,120.22,kidneybeans
73.1,54.7,37.6,27.88,79.38,7.48,158.29,jute
18.4,30.6,30.9,30.48,53.66,6.43,101.02,mango
68.4,48.5,52.8,26.19,93.11,6.89,204.09,papaya
118.9,41.4,21.7,21.05,78.41,6.49,108.31,cotton
37.7,60.2,52.3,43.49,87.43,7.11,245.18,papaya
15.5,59.4,28.1,28.9,81.85,6.81,42.59,mungbean
108.7,9.8,53.9,28.68,87.65,7.05,24.03,muskmelon
86.8,49.3,16.4,27.31,57.0,6.23,75.44,maize
16.4,144.1,197.8,21.87,88.47,6.1,119.0,apple
13.0,20.0,30.2,31.13,50.07,5.7,97.54,mango
80.3,29.9,51.3,29.36,89.88,6.2,19.59,muskmelon
112.0,80.6,57.0,27.84,82.94,5.86,116.81,banana
56.8,60.3,52.4,22.78,95.58,6.62,150.03,papaya
110.4,17.2,37.2,26.05,57.66,7.28,143.05,coffee
26.3,131.7,196.5,37.05,77.99,5.46,73.44,grapes
81.4,53.9,42.6,27.63,90.61,6.54,242.72,rice
20.7,58.0,15.4,30.97,63.25,6.63,196.37,pigeonpeas
40.0,57.3,21.8,30.13,55.06,6.94,149.45,pigeonpeas
47.6,56.5,51.6,33.36,88.5,6.62,156.79,papaya
33.7,120.0,201.8,21.87,97.78,5.72,102.65,apple
37.4,63.4,25.2,26.68,63.58,6.67,58.6,blackgram
29.6,66.3,17.1,29.84,31.21,5.25,179.25,pigeonpeas
109.5,20.0,45.5,27.64,94.93,6.08,18.97,muskmelon
29.5,72.6,26.4,28.41,31.42,6.33,185.78,pigeonpeas
14.0,139.6,200.2,33.02,86.19,5.43,61.99,grapes
118.0,28.6,43.3,30.68,92.75,6.8,22.06,muskmelon
42.3,71.3,23.2,26.9,63.79,7.13,79.02,blackgram
104.9,61.7,19.0,22.36,76.36,8.33,86.89,cotton
115.9,95.1,50.4,25.15,80.28,6.15,91.13,banana
89.6,46.2,18.9,20.66,72.66,7.03,82.06,maize
33.5,78.3,22.0,20.9,20.79,5.97,56.88,kidneybeans
69.8,55.1,14.1,25.33,67.96,6.81,95.78,maize
79.6,51.8,23.9,20.72,57.31,5.71,104.89,maize
26.3,24.5,35.1,23.29,87.64,6.3,106.94,pomegranate
24.7,35.6,21.2,27.01,92.92,6.94,50.33,mungbean
99.8,56.3,43.6,22.13,88.21,7.08,294.35,rice
91.1,38.9,32.9,24.62,52.33,5.87,147.13,coffee
17.7,58.0,23.8,23.16,72.09,6.71,41.86,lentil
74.6,52.7,47.3,19.14,92.78,5.46,249.54,rice
121.1,23.8,31.9,22.83,58.56,6.5,119.61,coffee
27.8,14.7,22.9,27.67,47.41,6.21,86.46,mango
21.1,65.8,18.4,26.2,63.7,7.7,43.47,lentil
110.0,51.3,15.8,24.25,85.24,8.05,69.28,cotton
115.9,43.0,21.5,24.53,77.15,6.0,87.54,cotton
131.7,57.9,15.2,26.44,81.75,7.83,83.69,cotton
25.7,73.0,80.9,20.4,19.71,8.12,75.37,chickpea
11.8,58.1,21.6,28.22,83.96,6.73,51.85,mungbean
35.0,24.7,44.9,22.24,91.25,7.07,110.85,pomegranate
57.9,64.5,82.9,18.13,20.42,6.76,98.93,chickpea
77.7,46.6,18.8,26.25,56.97,5.9,81.44,maize
100.2,44.7,44.4,27.13,73.23,7.78,151.15,jute
33.3,124.4,201.3,22.2,84.31,6.6,68.03,grapes
27.5,73.6,23.5,27.15,63.94,7.49,58.01,lentil
19.3,70.1,15.7,30.02,51.2,5.6,135.36,pigeonpeas
115.6,9.3,44.2,26.14,84.48,5.95,52.71,watermelon
25.5,19.1,6.0,33.03,87.65,7.8,101.2,orange
13.6,19.3,14.3,24.36,89.02,6.37,110.28,orange
130.3,51.4,19.4,24.87,79.97,6.45,57.67,cotton
29.2,70.8,22.2,28.01,68.04,6.47,36.67,lentil
13.3,64.6,17.6,19.5,20.67,5.78,144.16,kidneybeans
26.6,46.7,21.7,28.54,86.06,6.42,40.46,mungbean
27.0,40.5,22.0,27.92,87.63,7.04,48.12,mungbean
55.3,65.6,47.3,26.11,96.2,6.92,203.21,papaya
32.4,9.9,39.8,22.81,85.57,6.2,100.33,pomegranate
31.4,50.9,23.1,28.87,46.71,5.61,37.85,mothbeans
32.7,24.1,14.3,16.38,89.31,8.07,99.52,orange
29.0,64.6,23.4,23.36,68.64,7.45,44.2,lentil
72.9,41.9,39.2,22.28,91.69,5.81,192.61,rice
24.2,144.4,197.6,24.74,93.4,5.66,106.5,apple
31.8,48.3,19.8,28.1,87.17,6.29,51.42,mungbean
133.5,58.9,18.2,23.08,80.75,7.66,85.71,cotton
88.4,26.2,48.9,27.32,97.03,6.62,32.7,muskmelon
75.0,45.4,21.6,29.43,72.83,5.75,106.51,maize
12.7,11.4,16.6,28.58,92.06,6.93,117.56,orange
22.0,60.4,23.5,37.82,47.73,4.9,182.23,pigeonpeas
30.0,70.4,18.5,35.96,63.33,4.67,184.64,pigeonpeas
10.1,56.5,23.9,18.68,25.8,5.67,113.62,kidneybeans
37.4,125.4,194.1,22.67,92.42,5.77,121.02,apple
29.8,76.9,19.1,20.69,63.91,6.3,43.01,lentil
93.9,19.4,47.8,28.44,96.21,5.86,27.98,muskmelon
26.2,77.8,15.9,24.98,68.51,6.35,53.74,lentil
27.4,56.2,20.7,28.99,65.69,5.85,49.7,lentil
15.2,25.9,11.8,25.13,94.41,7.3,121.78,orange
32.7,66.7,17.5,20.46,20.9,5.75,132.68,kidneybeans
102.8,59.7,23.7,25.2,64.47,5.67,68.73,maize
110.2,24.1,25.3,23.44,58.83,6.8,132.34,coffee
15.5,38.7,18.3,28.74,54.58,6.27,47.94,mothbeans
65.4,44.1,52.5,29.0,97.4,6.96,251.3,papaya
22.6,77.7,78.8,19.26,14.16,7.61,70.31,chickpea
31.0,71.1,56.0,31.65,88.99,6.55,234.05,papaya
34.3,58.5,46.7,42.47,94.27,6.99,244.9,papaya
13.5,56.5,19.8,25.22,63.42,5.9,64.62,mothbeans
29.8,22.4,34.2,30.04,97.37,5.67,188.95,coconut
97.2,47.7,41.4,25.93,80.3,7.38,164.3,jute
75.7,48.4,44.3,23.78,93.24,7.19,198.14,jute
10.2,59.4,17.4,31.64,32.77,4.44,103.89,pigeonpeas
20.4,27.7,38.3,21.23,87.81,6.27,107.37,pomegranate
11.7,45.1,22.1,30.71,66.45,4.64,65.2,mothbeans
43.8,60.6,83.5,22.15,21.05,8.04,73.59,chickpea
14.4,25.0,41.1,23.57,90.8,5.86,105.63,pomegranate
133.7,43.8,22.8,23.17,79.44,6.4,74.35,cotton
81.8,18.7,33.0,23.04,58.02,6.64,128.42,coffee
15.6,34.4,23.3,24.71,64.08,7.02,53.94,mothbeans
39.1,133.7,195.8,23.49,93.35,5.65,108.35,apple
24.8,16.4,32.6,25.81,100,5.76,185.98,coconut
39.3,44.7,45.7,36.55,90.35,6.87,178.41,papaya
25.7,69.1,20.4,18.08,65.85,7.54,37.81,lentil
42.0,59.7,78.4,20.04,14.82,7.31,85.19,chickpea
57.2,68.7,79.8,18.6,12.95,7.41,82.21,chickpea
87.9,63.3,39.3,25.96,80.31,6.21,166.16,jute
31.0,140.8,202.0,27.07,76.96,5.59,62.49,grapes
61.4,61.6,45.2,43.65,92.74,7.03,218.9,papaya
73.7,52.6,39.2,27.56,94.41,5.89,185.74,jute
33.4,66.9,28.4,22.29,65.86,7.8,39.31,lentil
65.1,50.1,44.7,23.34,85.03,6.58,230.03,rice
73.0,35.9,44.3,26.37,70.41,7.25,152.46,jute
25.2,55.2,78.0,20.93,20.78,7.62,92.35,chickpea
48.9,59.6,18.0,32.3,62.41,7.12,77.01,blackgram
26.2,18.7,44.3,24.77,95.45,6.11,98.84,pomegranate
25.2,22.5,37.0,22.22,90.01,5.64,105.83,pomegranate
128.6,58.7,22.7,27.14,81.86,7.49,72.94,cotton
73.3,36.2,42.9,20.01,87.89,6.77,260.82,rice
19.5,53.7,20.9,29.06,90.11,6.38,58.92,mungbean
78.1,39.1,42.7,22.95,88.44,5.56,275.73,rice
15.3,55.1,17.8,20.41,18.74,6.08,107.84,kidneybeans
97.4,88.6,46.0,26.64,79.0,6.39,117.62,banana
17.1,143.2,199.2,23.32,95.91,5.72,109.18,apple
34.2,70.5,16.1,34.33,34.7,4.96,96.86,pigeonpeas
122.5,34.2,17.8,21.44,81.79,6.99,88.77,cotton
84.3,47.4,39.8,24.07,69.67,6.29,181.62,jute
72.7,42.4,17.3,23.96,62.32,6.65,95.45,maize
17.9,74.7,23.8,23.1,62.03,6.88,45.34,lentil
35.7,139.8,198.7,19.93,87.95,5.8,70.79,grapes
84.2,53.4,40.8,24.66,80.7,6.64,188.95,jute
47.4,59.4,22.3,30.95,61.53,6.98,58.98,blackgram
38.0,72.6,21.0,17.47,16.37,5.98,102.23,kidneybeans
45.0,60.4,47.7,32.79,91.78,6.6,224.76,papaya
83.5,35.8,34.9,26.93,80.17,7.22,211.88,rice
39.0,15.5,43.9,19.29,88.32,5.89,98.69,pomegranate
46.4,60.8,79.8,19.72,18.56,7.17,99.93,chickpea
20.2,44.2,15.5,29.86,83.67,6.11,54.73,mungbean
66.1,42.6,48.2,26.73,85.52,7.17,176.8,jute
32.9,131.1,197.5,28.3,79.18,5.48,69.18,grapes
35.6,142.4,205.4,21.91,85.93,5.44,77.01,grapes
55.9,59.5,17.1,34.02,64.42,7.5,60.81,blackgram
37.0,48.5,51.9,28.2,96.56,6.44,213.21,papaya
103.3,40.8,25.1,21.91,78.84,7.51,78.78,cotton
14.8,37.4,25.2,28.27,86.11,7.11,41.15,mungbean
118.5,10.7,52.4,25.48,80.38,6.5,52.55,watermelon
25.5,26.4,40.5,19.98,93.16,5.93,117.56,pomegranate
60.2,69.7,20.2,33.78,70.38,6.82,71.83,blackgram
31.4,49.3,17.4,30.39,50.44,7.0,35.88,mothbeans
102.0,85.7,53.9,29.51,80.39,6.53,112.63,banana
98.0,45.3,24.4,22.06,66.19,6.45,75.62,maize
19.5,137.7,194.1,34.62,83.12,5.57,66.32,grapes
31.5,75.4,78.9,20.14,14.56,7.96,88.9,chickpea
26.6,124.5,201.6,21.83,90.47,5.96,95.19,apple
117.1,52.0,19.7,22.35,78.19,6.28,74.57,cotton
94.4,48.1,44.7,23.17,91.28,6.9,275.43,rice
87.8,42.5,34.4,19.76,86.7,5.17,187.81,rice
62.8,41.1,45.6,26.09,82.96,7.06,184.93,jute
90.7,40.4,39.9,24.6,82.08,7.08,196.11,jute
91.6,43.9,19.9,19.75,62.25,5.65,75.66,maize
21.2,124.2,198.3,41.23,83.76,5.71,79.74,grapes
94.2,85.9,51.9,29.81,80.57,5.91,118.18,banana
83.9,34.8,44.6,21.62,83.72,6.86,270.19,rice
36.7,68.2,16.7,20.62,60.08,6.46,45.41,lentil
72.2,49.6,40.1,22.25,86.67,5.21,250.3,rice
71.9,47.7,13.8,27.8,51.6,5.67,97.56,maize
28.6,32.2,30.8,35.12,46.97,5.13,86.93,mango
31.0,58.8,21.3,27.28,40.06,7.54,109.07,pigeonpeas
33.6,65.2,22.0,36.84,63.54,5.11,177.53,pigeonpeas
30.3,69.2,84.9,19.07,16.52,6.36,67.33,chickpea
93.2,23.5,27.7,24.27,51.11,6.17,110.15,coffee
77.4,53.5,36.1,22.9,87.9,5.48,232.96,rice
95.7,13.1,49.3,29.06,95.8,6.61,14.5,muskmelon
89.0,10.3,52.9,29.0,90.02,6.3,28.64,muskmelon
31.6,139.0,204.5,32.3,82.11,5.69,67.99,grapes
81.0,7.5,48.1,23.72,90.31,6.12,48.52,watermelon
100.4,74.7,49.2,28.23,77.68,6.78,95.74,banana
71.1,54.5,36.0,23.67,82.38,7.58,196.96,jute
37.1,6.0,31.3,23.97,97.28,6.28,154.98,coconut
82.0,19.9,38.0,23.3,53.92,5.79,183.97,coffee
18.5,123.4,196.9,21.79,97.34,6.29,96.59,apple
37.2,56.7,20.1,26.01,71.92,7.89,40.86,lentil
24.7,22.1,44.4,19.84,91.9,6.35,123.18,pomegranate
100.1,70.0,50.4,26.31,79.52,5.7,111.69,banana
26.2,15.3,33.2,30.05,51.4,6.48,96.65,mango
90.9,20.2,43.5,27.96,91.83,6.86,17.36,muskmelon
31.3,120.3,193.7,21.09,92.07,5.69,109.06,apple
58.2,47.6,48.8,39.43,91.2,6.44,173.15,papaya
21.9,55.3,16.3,15.96,24.23,5.76,122.93,kidneybeans
99.2,35.1,28.2,26.82,54.27,7.17,181.53,coffee
136.7,36.5,25.1,23.79,84.45,6.55,88.75,cotton
135.0,35.4,17.7,24.94,79.83,7.68,89.12,cotton
39.4,13.7,30.2,24.66,98.42,5.98,207.5,coconut
85.7,25.2,27.2,26.0,61.32,6.46,119.73,coffee
19.9,48.6,27.6,29.44,88.38,6.53,25.6,mungbean
35.0,32.4,34.2,34.93,51.03,6.13,104.92,mango
22.5,42.5,27.1,27.22,84.34,6.19,51.22,mungbean
26.1,74.9,26.0,31.95,63.16,6.06,125.95,pigeonpeas
30.2,74.6,15.4,36.74,55.54,4.98,131.73,pigeonpeas
53.8,56.4,86.5,19.69,22.54,7.76,94.8,chickpea
16.3,130.4,197.2,13.25,81.71,6.07,61.05,grapes
53.4,64.3,17.4,30.76,65.5,6.93,61.52,blackgram
88.9,23.0,24.3,26.86,60.32,7.08,194.32,coffee
20.9,48.8,17.6,26.77,89.97,6.96,47.64,mungbean
87.6,38.9,39.7,24.33,81.97,5.95,235.92,rice
115.0,22.9,43.7,26.95,84.76,6.6,50.87,watermelon
101.0,6.4,44.9,26.14,87.59,6.75,51.12,watermelon
31.5,57.3,16.6,25.52,60.87,6.39,60.69,blackgram
108.0,75.4,48.0,30.13,77.98,6.25,98.26,banana
26.2,20.1,29.3,28.49,48.82,5.48,98.28,mango
59.1,63.8,49.6,42.15,89.02,6.52,187.94,papaya
13.9,23.2,30.7,32.72,48.61,6.21,100.8,mango
28.6,138.0,203.8,8.31,79.4,5.81,72.6,grapes
68.3,42.3,18.7,17.63,68.15,6.48,85.78,maize
36.5,54.7,14.9,26.86,79.08,6.49,56.46,mungbean
23.0,53.9,19.2,25.44,57.41,9.21,59.36,mothbeans
84.5,49.0,22.1,20.23,58.04,6.47,107.01,maize
42.7,71.1,47.8,39.34,89.5,6.81,253.49,papaya
36.4,59.8,16.0,29.62,67.61,6.64,59.48,blackgram
59.4,57.9,75.8,18.75,20.32,6.67,74.64,chickpea
112.6,11.7,40.5,29.65,93.57,5.89,22.83,muskmelon
28.3,12.6,31.7,18.35,85.11,6.62,106.7,pomegranate
35.4,46.6,24.0,30.11,45.2,5.8,65.3,mothbeans
29.5,14.4,43.9,20.26,93.23,6.59,115.34,pomegranate
33.5,71.8,24.8,28.42,61.97,7.36,38.45,lentil
111.4,86.4,45.5,27.47,85.04,5.79,96.38,banana
117.5,21.8,53.3,28.82,95.04,6.09,32.07,muskmelon
87.0,55.4,19.1,22.71,55.54,7.02,88.52,maize
14.7,69.2,17.3,16.36,20.25,5.98,105.55,kidneybeans
12.6,49.8,17.3,26.73,61.76,4.44,47.67,mothbeans
89.1,44.8,25.3,26.3,66.91,6.24,63.18,maize
74.8,47.7,36.5,26.49,94.9,6.0,278.05,rice
16.8,77.8,17.2,21.01,21.58,5.28,137.72,kidneybeans
20.8,56.8,22.4,27.88,50.46,9.05,51.36,mothbeans
23.3,46.3,23.3,26.11,43.95,7.37,71.21,mothbeans
33.1,59.0,20.5,18.72,25.63,5.72,131.29,kidneybeans
47.4,62.6,23.2,31.0,61.0,6.93,60.64,blackgram
44.6,49.4,54.6,32.09,94.3,6.19,145.62,papaya
33.4,40.0,15.6,28.22,53.15,5.04,45.04,mothbeans
104.5,24.4,30.4,27.3,67.4,6.53,117.82,coffee
27.3,76.8,20.3,20.09,69.55,7.06,38.94,lentil
39.0,51.2,16.7,25.55,63.64,6.41,69.61,blackgram
68.7,46.4,42.9,25.84,87.48,5.24,301.87,rice
12.2,14.7,42.7,23.68,85.65,5.59,108.88,pomegranate
24.6,67.2,17.3,17.11,18.75,5.77,86.88,kidneybeans
23.9,72.8,18.5,26.56,62.43,5.47,131.18,pigeonpeas
25.0,71.6,19.7,26.16,58.74,7.44,46.21,lentil
108.1,36.6,15.5,23.75,83.14,7.22,74.08,cotton
27.1,54.4,19.2,24.74,59.59,7.1,42.61,mothbeans
85.6,27.3,30.8,24.74,59.42,6.02,108.6,coffee
17.4,59.0,23.5,29.02,54.89,5.71,31.72,mothbeans
120.2,22.3,51.0,26.46,87.46,6.52,55.37,watermelon
26.8,58.0,21.6,32.45,44.41,8.47,26.41,mothbeans
22.6,63.4,15.1,21.68,69.14,7.82,29.39,lentil
28.4,18.4,9.8,21.43,92.61,6.21,104.74,orange
23.6,26.4,38.6,23.53,85.13,5.65,107.24,pomegranate
38.7,132.5,202.0,22.42,91.37,5.46,118.51,apple
116.2,62.4,22.8,25.39,75.13,7.48,75.45,cotton
24.6,72.8,15.9,18.5,67.49,7.57,38.7,lentil
47.2,69.4,80.4,21.34,15.03,7.16,63.47,chickpea
24.7,133.3,195.0,22.34,91.35,5.85,98.93,apple
79.8,37.6,20.3,25.57,64.26,6.48,81.35,maize
22.6,57.6,18.5,30.52,85.91,7.5,45.51,mungbean
42.3,67.0,15.8,25.18,65.83,6.9,52.19,blackgram
113.1,60.4,20.8,24.53,83.89,7.65,84.56,cotton
21.9,11.2,30.3,29.58,95.04,5.65,139.59,coconut
87.1,32.4,22.8,23.71,58.29,6.31,130.38,coffee
20.0,14.5,27.3,30.92,53.57,4.52,100.3,mango
42.5,66.1,27.4,27.31,65.82,6.8,60.28,blackgram
113.3,78.3,59.8,27.47,74.15,5.92,99.12,banana
24.7,22.5,43.6,22.81,93.49,5.9,111.21,pomegranate
22.4,9.2,35.3,27.72,100,6.49,223.11,coconut
14.1,22.7,7.6,18.06,95.87,7.43,109.65,orange
104.1,5.5,49.3,23.58,86.4,6.64,63.18,watermelon
84.1,26.9,52.5,27.93,85.08,5.83,64.07,watermelon
38.5,55.1,17.0,22.83,59.36,6.45,53.75,lentil
86.4,13.8,46.1,27.16,84.91,6.5,56.16,watermelon
22.2,26.9,34.4,20.9,88.63,6.88,100.71,pomegranate
85.9,38.1,40.4,23.62,89.72,7.09,145.15,jute
23.1,21.9,11.0,23.74,90.4,7.59,117.63,orange
13.0,59.2,17.1,28.04,85.75,6.87,63.55,mungbean
90.3,7.3,53.3,26.99,95.02,6.2,26.33,muskmelon
44.8,64.6,21.8,26.86,65.99,7.13,62.8,blackgram
81.9,15.2,27.8,23.28,59.79,6.97,172.6,coffee
17.1,36.5,14.4,30.01,86.2,6.71,47.52,mungbean
112.5,40.9,19.2,24.98,85.12,7.02,64.38,cotton
14.7,12.8,8.2,21.41,94.48,6.97,97.09,orange
82.3,43.1,37.4,25.02,81.85,6.32,179.54,jute
85.1,56.9,21.9,26.74,65.56,6.46,94.89,maize
13.3,33.4,15.1,25.19,49.69,5.48,40.05,mothbeans
94.9,93.1,51.6,27.48,76.81,5.66,101.06,banana
93.0,90.2,56.5,25.87,75.79,6.33,121.14,banana
40.7,52.6,51.0,41.7,93.25,6.64,158.97,papaya
104.1,79.9,51.8,29.93,80.49,6.22,118.2,banana
32.4,24.6,7.0,27.64,95.39,6.59,109.04,orange
74.5,49.9,37.0,26.74,74.6,6.73,164.53,jute
98.7,92.4,47.1,28.67,79.73,6.44,114.5,banana
38.4,55.2,20.8,24.47,63.07,7.93,46.3,lentil
119.2,77.4,55.5,29.93,81.84,5.65,114.64,banana
19.9,68.1,16.4,27.27,41.2,4.93,192.48,pigeonpeas
93.5,48.2,24.4,22.87,75.1,5.43,65.12,maize
84.9,24.2,51.9,28.76,91.34,6.32,10.5,muskmelon
116.5,5,47.0,24.8,85.93,6.04,44.34,watermelon
46.8,79.6,22.0,31.45,60.44,7.54,73.88,blackgram
83.0,17.1,30.1,25.94,64.52,7.14,156.85,coffee
14.4,42.9,22.1,26.9,46.05,3.92,66.08,mothbeans
48.9,146.6,203.5,21.65,92.55,6.25,123.69,apple
26.4,28.9,24.9,32.67,47.65,6.73,112.97,mango
87.0,12.9,53.4,28.35,94.65,6.44,19.57,muskmelon
31.2,21.9,33.5,23.78,90.41,5.75,96.81,pomegranate
114.2,23.0,28.4,27.31,58.59,6.23,111.37,coffee
39.5,58.5,21.5,33.81,33.23,5.45,115.01,pigeonpeas
37.9,14.7,44.8,22.24,83.62,7.12,107.49,pomegranate
32.0,72.0,20.0,27.99,55.53,5.6,141.6,pigeonpeas
89.9,56.4,20.8,25.85,60.41,6.63,94.6,maize
29.5,50.2,51.2,34.52,94.21,6.67,222.46,papaya
40.5,61.0,82.1,21.29,15.16,6.39,95.67,chickpea
117.1,79.3,47.5,28.54,76.81,6.19,109.46,banana
33.5,21.8,31.4,29.27,95.25,6.33,147.79,coconut
105.1,35.2,17.0,22.69,76.73,6.1,98.32,cotton
16.1,45.8,23.5,28.61,56.48,3.72,74.17,mothbeans
28.9,57.9,81.3,20.43,18.95,8.12,64.57,chickpea
99.3,21.3,57.0,24.51,84.98,6.39,44.5,watermelon
20.3,126.0,203.2,14.65,82.4,5.74,70.61,grapes
98.9,24.3,53.6,24.6,81.59,6.91,55.75,watermelon
31.1,131.8,196.1,22.51,94.75,5.64,116.77,apple
104.6,19.6,25.3,24.25,59.62,7.51,159.27,coffee
16.8,19.1,31.7,26.24,96.2,6.11,214.95,coconut
28.1,70.1,78.7,20.16,11.77,6.67,75.24,chickpea
32.7,10.9,8.8,14.42,91.28,7.02,100.59,orange
20.3,18.1,5,20.32,89.68,6.6,102.05,orange
102.9,16.9,33.3,25.79,59.27,6.8,167.37,coffee
45.6,66.8,81.3,18.78,15.53,6.1,71.18,chickpea
23.2,77.8,21.1,16.76,25.72,5.75,86.76,kidneybeans
29.2,24.0,24.0,31.72,50.67,5.38,83.8,mango
108.9,12.2,52.5,25.49,86.49,6.42,44.94,watermelon
39.1,73.2,73.4,22.56,21.29,7.54,74.86,chickpea
78.3,47.2,26.0,28.0,64.87,6.83,117.92,maize
114.2,92.9,48.5,27.36,78.18,5.38,92.97,banana
49.0,61.0,56.1,30.53,92.53,6.91,237.28,papaya
109.2,15.0,49.2,24.43,77.84,6.8,42.73,watermelon
27.4,69.2,21.9,25.62,60.98,6.53,37.77,lentil
59.2,55.2,24.3,25.0,64.78,6.91,62.36,blackgram
55.3,71.7,21.7,26.0,65.22,6.65,71.86,blackgram
33.9,124.5,196.0,13.57,85.19,5.61,72.11,grapes
47.6,53.6,46.1,27.53,95.23,6.98,215.17,papaya
80.5,39.0,42.2,24.17,77.94,6.11,161.98,jute
44.2,73.8,15.7,24.52,66.82,6.6,69.32,blackgram
81.5,53.9,40.5,22.55,86.01,6.11,187.55,jute
23.1,21.8,26.9,33.75,52.27,5.69,95.46,mango
29.5,33.9,32.6,27.9,43.99,5.65,95.33,mango
96.0,59.2,41.5,22.91,93.15,5.2,292.77,rice
103.9,40.6,25.3,25.61,82.75,5.98,62.71,cotton
130.0,45.8,16.4,22.74,78.44,6.28,75.66,cotton
19.9,9.9,5.4,31.98,90.37,7.32,101.5,orange
19.1,14.9,6.1,15.33,92.09,7.9,104.59,orange
48.8,73.2,17.7,32.95,70.23,7.33,69.82,blackgram
36.4,127.5,198.9,15.79,79.84,5.65,75.5,grapes
14.7,74.8,16.3,23.62,17.15,5.49,128.73,kidneybeans
89.9,35.1,45.5,23.38,91.73,5.93,255.84,rice
29.3,43.2,23.1,28.54,56.43,4.73,40.97,mothbeans
67.3,38.8,38.1,23.63,75.97,6.03,163.74,jute
38.0,71.6,20.3,29.82,30.25,6.45,150.81,pigeonpeas
50.9,74.5,75.7,17.26,16.36,7.26,67.88,chickpea
82.2,18.8,55.0,24.62,89.15,6.84,41.35,watermelon
31.7,37.5,14.8,28.89,80.78,7.24,53.5,mungbean
19.1,74.2,25.9,22.82,61.0,6.01,54.95,lentil
